flightid,depcode,arrcode,depdate,arrdate,deptime,arrtime,depterminal,arrterminal,flightno,journey,class,bookingclass
1819882,MCO,KEF,2018-01-27,2018-01-28,18:00:00,06:10:00,,,FI688,in,Economy,
1819882,KEF,GLA,2018-01-28,2018-01-28,07:35:00,09:45:00,,,FI430,in,Economy,
1629495,MAN,DOH,2018-01-19,2018-01-20,15:20:00,01:05:00,,,QR28,out,Economy,
1629495,DOH,SIN,2018-01-20,2018-01-20,02:10:00,14:45:00,,,QR946,out,Economy,
1629495,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1629495,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1793240,MAN,CDG,2018-01-20,2018-01-20,19:45:00,22:10:00,,,AF1169,out,Business,
1793240,CDG,GIG,2018-01-20,2018-01-21,23:35:00,08:10:00,,,AF442,out,Business,
1855991,LHR,CDG,2018-01-20,2018-01-20,06:40:00,09:00:00,,,AF1381,out,Economy,
1855991,CDG,JFK,2018-01-20,2018-01-20,10:25:00,13:22:00,,,AF3628,out,Economy,
1855991,JFK,CDG,2018-01-27,2018-01-28,16:25:00,05:40:00,,,AF23,in,Economy,
1855991,CDG,LHR,2018-01-28,2018-01-28,07:20:00,07:45:00,,,AF1680,in,Economy,
1684429,EDI,AMS,2018-01-20,2018-01-20,09:10:00,11:40:00,,,DL9445,out,Economy,
1684429,AMS,DTW,2018-01-20,2018-01-20,13:00:00,16:07:00,,,DL137,out,Economy,
1684429,DTW,MCO,2018-01-20,2018-01-20,19:55:00,22:32:00,,,DL1405,out,Economy,
1684429,MCO,JFK,2018-02-03,2018-02-03,11:45:00,14:31:00,,,DL2788,in,Economy,
1684429,JFK,AMS,2018-02-03,2018-02-04,17:55:00,06:55:00,,,DL9357,in,Economy,
1684429,AMS,EDI,2018-02-04,2018-02-04,08:05:00,08:35:00,,,DL9632,in,Economy,
1739450,LGW,DXB,2018-01-20,2018-01-21,13:35:00,00:40:00,,,EK16,out,Economy,
1739450,DXB,SIN,2018-01-21,2018-01-21,03:15:00,14:40:00,,,EK354,out,Economy,
1739450,HKG,DXB,2018-02-04,2018-02-04,17:55:00,23:05:00,,,EK383,in,Economy,
1739450,DXB,LGW,2018-02-05,2018-02-05,02:50:00,06:40:00,,,EK11,in,Economy,
1748337,MAN,DXB,2018-01-20,2018-01-21,13:10:00,00:25:00,,,EK18,out,Economy,
1748337,DXB,SIN,2018-01-21,2018-01-21,03:15:00,14:40:00,,,EK354,out,Economy,
1748337,HKG,DXB,2018-02-05,2018-02-05,00:35:00,05:35:00,,,EK381,in,Economy,
1748337,DXB,MAN,2018-02-05,2018-02-05,07:15:00,11:20:00,,,EK17,in,Economy,
1736328,MAN,DXB,2018-01-20,2018-01-20,08:45:00,19:45:00,,,EK22,out,Economy,
1736328,DXB,SIN,2018-01-20,2018-01-21,21:15:00,08:25:00,,,EK352,out,Economy,
1736328,HKG,DXB,2018-02-04,2018-02-04,17:55:00,23:05:00,,,EK383,in,Economy,
1736328,DXB,MAN,2018-02-05,2018-02-05,03:00:00,07:00:00,,,EK21,in,Economy,
1736355,MAN,DXB,2018-01-20,2018-01-20,08:45:00,19:45:00,,,EK22,out,Economy,
1736355,DXB,SIN,2018-01-20,2018-01-21,21:15:00,08:25:00,,,EK352,out,Economy,
1736355,HKG,DXB,2018-02-04,2018-02-04,17:55:00,23:05:00,,,EK383,in,Economy,
1736355,DXB,MAN,2018-02-05,2018-02-05,03:00:00,07:00:00,,,EK21,in,Economy,
1743895,BHX,DXB,2018-01-20,2018-01-21,13:30:00,00:35:00,,,EK40,out,Economy,
1743895,DXB,SIN,2018-01-21,2018-01-21,03:15:00,14:40:00,,,EK354,out,Economy,
1743895,HKG,DXB,2018-02-04,2018-02-04,17:55:00,23:05:00,,,EK383,in,Economy,
1743895,DXB,BHX,2018-02-05,2018-02-05,07:25:00,11:25:00,,,EK39,in,Economy,
1644457,BHX,DXB,2018-01-20,2018-01-20,08:15:00,19:10:00,,,EK42,out,Economy,
1644457,DXB,SIN,2018-01-20,2018-01-21,21:30:00,08:30:00,,,EK352,out,Economy,
1644457,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1644457,DXB,BHX,2018-02-09,2018-02-09,02:25:00,06:25:00,,,EK41,in,Economy,
1666322,MAN,DOH,2018-01-20,2018-01-21,15:20:00,01:05:00,,,QR28,out,Economy,
1666322,DOH,SIN,2018-01-21,2018-01-21,02:10:00,14:45:00,,,QR946,out,Economy,
1666322,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1666322,DOH,MAN,2018-02-09,2018-02-09,07:10:00,11:50:00,,,QR27,in,Economy,
1664663,LGW,HKG,2018-01-21,2018-01-22,11:35:00,07:05:00,,,CX344,out,Economy,
1664663,HKG,SIN,2018-01-22,2018-01-22,09:00:00,13:00:00,,,CX759,out,Economy,
1664663,SIN,HKG,2018-02-08,2018-02-08,18:10:00,22:05:00,,,CX716,in,Economy,
1664663,HKG,LGW,2018-02-09,2018-02-09,00:45:00,05:50:00,,,CX343,in,Economy,
1663892,LGW,DXB,2018-01-21,2018-01-22,20:25:00,07:20:00,,,EK10,out,Economy,
1663892,DXB,SIN,2018-01-22,2018-01-22,09:35:00,20:55:00,,,EK404,out,Economy,
1663892,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1663892,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1685484,LGW,DXB,2018-01-21,2018-01-22,20:25:00,07:20:00,,,EK10,out,Economy,
1685484,DXB,SIN,2018-01-22,2018-01-22,09:20:00,20:55:00,,,EK404,out,Economy,
1685484,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1685484,DXB,LGW,2018-02-09,2018-02-09,07:40:00,11:40:00,,,EK15,in,Economy,
1738043,LGW,DXB,2018-01-21,2018-01-21,09:40:00,20:35:00,,,EK12,out,Economy,
1738043,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1738043,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1738043,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1657548,LGW,DXB,2018-01-21,2018-01-22,13:35:00,00:40:00,,,EK16,out,Economy,
1657548,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1657548,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1657548,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1673074,LGW,DXB,2018-01-21,2018-01-22,13:35:00,00:40:00,,,EK16,out,Economy,
1673074,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1673074,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1673074,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1725974,LGW,DXB,2018-01-21,2018-01-22,13:35:00,00:40:00,,,EK16,out,Economy,
1725974,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1725974,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1725974,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1726406,LGW,DXB,2018-01-21,2018-01-22,13:35:00,00:40:00,,,EK16,out,Economy,
1726406,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1726406,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1726406,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1635220,MAN,DXB,2018-01-21,2018-01-22,13:10:00,00:25:00,,,EK18,out,Economy,
1635220,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1635220,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1635220,DXB,MAN,2018-02-09,2018-02-09,03:00:00,07:00:00,,,EK21,in,Economy,
1636654,LHR,DXB,2018-01-21,2018-01-22,13:40:00,00:40:00,,,EK2,out,Economy,
1636654,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1636654,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1636654,DXB,LHR,2018-02-09,2018-02-09,02:40:00,06:50:00,,,EK5101,in,Economy,
1706943,LHR,DXB,2018-01-21,2018-01-22,13:40:00,00:40:00,,,EK2,out,Economy,
1706943,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1706943,SIN,DXB,2018-02-10,2018-02-11,21:00:00,01:00:00,,,EK355,in,Economy,
1706943,DXB,LHR,2018-02-11,2018-02-11,02:40:00,06:50:00,,,EK5101,in,Economy,
1647112,MAN,DXB,2018-01-21,2018-01-21,08:45:00,19:45:00,,,EK22,out,Economy,
1647112,DXB,SIN,2018-01-21,2018-01-22,21:30:00,08:30:00,,,EK352,out,Economy,
1647112,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1647112,DXB,MAN,2018-02-09,2018-02-09,03:00:00,07:00:00,,,EK21,in,Economy,
1653279,MAN,DXB,2018-01-21,2018-01-21,08:45:00,19:45:00,,,EK22,out,Economy,
1653279,DXB,SIN,2018-01-21,2018-01-22,21:30:00,08:30:00,,,EK352,out,Economy,
1653279,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1653279,DXB,MAN,2018-02-09,2018-02-09,07:15:00,11:20:00,,,EK17,in,Economy,
1730111,MAN,DXB,2018-01-21,2018-01-21,08:45:00,19:45:00,,,EK22,out,Economy,
1730111,DXB,SIN,2018-01-21,2018-01-22,21:15:00,08:25:00,,,EK352,out,Economy,
1730111,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1730111,DXB,MAN,2018-02-09,2018-02-09,03:00:00,07:00:00,,,EK21,in,Economy,
1647998,BHX,DXB,2018-01-21,2018-01-22,13:30:00,00:35:00,,,EK40,out,Economy,
1647998,DXB,SIN,2018-01-22,2018-01-22,03:15:00,14:40:00,,,EK354,out,Economy,
1647998,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1647998,DXB,BHX,2018-02-09,2018-02-09,02:25:00,06:25:00,,,EK41,in,Economy,
1645167,BHX,DXB,2018-01-21,2018-01-21,08:15:00,19:10:00,,,EK42,out,Economy,
1645167,DXB,SIN,2018-01-21,2018-01-22,21:30:00,08:30:00,,,EK352,out,Economy,
1645167,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1645167,DXB,BHX,2018-02-09,2018-02-09,02:25:00,06:25:00,,,EK41,in,Economy,
1653443,BHX,DXB,2018-01-21,2018-01-21,08:15:00,19:10:00,,,EK42,out,Economy,
1653443,DXB,SIN,2018-01-21,2018-01-22,21:30:00,08:30:00,,,EK352,out,Economy,
1653443,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1653443,DXB,BHX,2018-02-09,2018-02-09,02:25:00,06:25:00,,,EK41,in,Economy,
1642935,LHR,DXB,2018-01-21,2018-01-21,09:10:00,20:00:00,,,EK8,out,Economy,
1642935,DXB,SIN,2018-01-21,2018-01-22,21:30:00,08:30:00,,,EK352,out,Economy,
1642935,SIN,DXB,2018-02-08,2018-02-09,21:00:00,01:00:00,,,EK355,in,Economy,
1642935,DXB,LGW,2018-02-09,2018-02-09,02:50:00,06:40:00,,,EK11,in,Economy,
1623525,LHR,DOH,2018-01-21,2018-01-21,09:00:00,18:50:00,,,QR10,out,Economy,
1623525,DOH,SIN,2018-01-21,2018-01-22,20:40:00,09:15:00,,,QR942,out,Economy,
1623525,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1623525,DOH,LHR,2018-02-09,2018-02-09,01:40:00,06:20:00,,,QR9,in,Economy,
1619627,LHR,DOH,2018-01-21,2018-01-22,21:55:00,07:35:00,,,QR16,out,Economy,
1619627,DOH,SIN,2018-01-22,2018-01-22,08:55:00,21:30:00,,,QR944,out,Economy,
1619627,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1619627,DOH,LHR,2018-02-09,2018-02-09,01:40:00,06:20:00,,,QR9,in,Economy,
1619632,LHR,DOH,2018-01-21,2018-01-22,21:55:00,07:35:00,,,QR16,out,Economy,
1619632,DOH,SIN,2018-01-22,2018-01-22,08:55:00,21:30:00,,,QR944,out,Economy,
1619632,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1619632,DOH,LHR,2018-02-09,2018-02-09,01:40:00,06:20:00,,,QR9,in,Economy,
1619653,LHR,DOH,2018-01-21,2018-01-22,20:30:00,06:10:00,,,QR2,out,Economy,
1619653,DOH,SIN,2018-01-22,2018-01-22,08:55:00,21:30:00,,,QR944,out,Economy,
1619653,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1619653,DOH,LHR,2018-02-09,2018-02-09,01:40:00,06:20:00,,,QR9,in,Economy,
1641591,MAN,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR28,out,Economy,
1641591,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1641591,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1641591,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1642616,MAN,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR28,out,Economy,
1642616,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1642616,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1642616,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1642624,MAN,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR28,out,Economy,
1642624,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1642624,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1642624,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1647278,MAN,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR28,out,Economy,
1647278,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1647278,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1647278,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1653342,MAN,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR28,out,Economy,
1653342,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1653342,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1653342,DOH,MAN,2018-02-09,2018-02-09,01:25:00,06:05:00,,,QR21,in,Economy,
1623841,EDI,DOH,2018-01-21,2018-01-22,15:15:00,01:10:00,,,QR30,out,Economy,
1623841,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1623841,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1623841,DOH,EDI,2018-02-09,2018-02-09,01:25:00,06:10:00,,,QR31,in,Economy,
1661159,EDI,DOH,2018-01-21,2018-01-22,15:15:00,01:10:00,,,QR30,out,Economy,
1661159,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1661159,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1661159,DOH,EDI,2018-02-09,2018-02-09,01:25:00,06:10:00,,,QR31,in,Economy,
1663870,EDI,DOH,2018-01-21,2018-01-22,15:15:00,01:10:00,,,QR30,out,Economy,
1663870,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1663870,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1663870,DOH,EDI,2018-02-09,2018-02-09,01:25:00,06:10:00,,,QR31,in,Economy,
1782102,EDI,DOH,2018-01-21,2018-01-22,14:55:00,00:55:00,,,QR30,out,Economy,
1782102,DOH,SIN,2018-01-22,2018-01-22,01:55:00,14:55:00,,,QR946,out,Economy,
1782102,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:25:00,,,QR947,in,Economy,
1782102,DOH,EDI,2018-02-09,2018-02-09,01:15:00,06:15:00,,,QR31,in,Economy,
1619575,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1619575,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1619575,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1619575,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1620796,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1620796,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1620796,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1620796,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1621031,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1621031,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1621031,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1621031,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1629601,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1629601,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1629601,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1629601,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1630666,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1630666,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1630666,SIN,DOH,2018-02-09,2018-02-09,20:25:00,23:30:00,,,QR947,in,Economy,
1630666,DOH,BHX,2018-02-10,2018-02-10,01:30:00,06:00:00,,,QR35,in,Economy,
1651417,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1651417,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1651417,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1651417,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1666925,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1666925,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1666925,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1666925,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1669816,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1669816,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1669816,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1669816,DOH,BHX,2018-02-09,2018-02-09,01:30:00,06:00:00,,,QR35,in,Economy,
1719148,BHX,DOH,2018-01-21,2018-01-22,15:20:00,01:05:00,,,QR34,out,Economy,
1719148,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1719148,HKT,DOH,2018-02-15,2018-02-15,19:40:00,22:40:00,,,QR841,in,Economy,
1719148,DOH,BHX,2018-02-16,2018-02-16,01:30:00,06:00:00,,,QR35,in,Economy,
1614899,LHR,DOH,2018-01-21,2018-01-22,15:05:00,00:45:00,,,QR8,out,Economy,
1614899,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1614899,SIN,DOH,2018-02-08,2018-02-08,20:25:00,23:30:00,,,QR947,in,Economy,
1614899,DOH,LHR,2018-02-09,2018-02-09,01:40:00,06:20:00,,,QR9,in,Economy,
1623790,LHR,DOH,2018-01-21,2018-01-22,15:05:00,00:45:00,,,QR8,out,Economy,
1623790,DOH,SIN,2018-01-22,2018-01-22,02:10:00,14:45:00,,,QR946,out,Economy,
1623790,SIN,DOH,2018-02-11,2018-02-11,20:25:00,23:30:00,,,QR947,in,Economy,
1623790,DOH,LHR,2018-02-12,2018-02-12,01:40:00,06:20:00,,,QR9,in,Economy,
1655544,LGW,IST,2018-01-21,2018-01-21,16:45:00,23:40:00,,,TK1998,out,Economy,
1655544,IST,SIN,2018-01-22,2018-01-22,02:10:00,17:55:00,,,TK54,out,Economy,
1655544,SIN,IST,2018-02-08,2018-02-09,23:35:00,06:40:00,,,TK55,in,Economy,
1655544,IST,LGW,2018-02-09,2018-02-09,08:05:00,09:20:00,,,TK1981,in,Economy,
1664715,LGW,IST,2018-01-21,2018-01-21,16:45:00,23:40:00,,,TK1998,out,Economy,
1664715,IST,SIN,2018-01-22,2018-01-22,02:10:00,17:55:00,,,TK54,out,Economy,
1664715,SIN,IST,2018-02-08,2018-02-09,23:35:00,06:40:00,,,TK55,in,Economy,
1664715,IST,LGW,2018-02-09,2018-02-09,14:35:00,15:50:00,,,TK1997,in,Economy,
1665788,LGW,IST,2018-01-21,2018-01-21,16:45:00,23:40:00,,,TK1998,out,Economy,
1665788,IST,SIN,2018-01-22,2018-01-22,02:10:00,17:55:00,,,TK54,out,Economy,
1665788,SIN,IST,2018-02-08,2018-02-09,23:35:00,06:40:00,,,TK55,in,Economy,
1665788,IST,LGW,2018-02-09,2018-02-09,08:05:00,09:20:00,,,TK1981,in,Economy,
1664919,NCL,LHR,2018-01-22,2018-01-22,12:00:00,13:20:00,,,BA1327,out,Economy,
1664919,LHR,LAS,2018-01-22,2018-01-22,15:50:00,18:35:00,,,BA275,out,Economy,
1664919,MIA,LHR,2018-02-05,2018-02-06,21:00:00,10:25:00,,,BA208,in,Economy,
1664919,LHR,NCL,2018-02-06,2018-02-06,12:25:00,13:40:00,,,BA1332,in,Economy,
1725406,MAN,DXB,2018-01-22,2018-01-23,13:10:00,00:25:00,,,EK18,out,Economy,
1725406,DXB,SIN,2018-01-23,2018-01-23,03:15:00,14:40:00,,,EK354,out,Economy,
1725406,SIN,DXB,2018-02-09,2018-02-10,21:00:00,01:00:00,,,EK355,in,Economy,
1725406,DXB,MAN,2018-02-10,2018-02-10,03:00:00,07:00:00,,,EK21,in,Economy,
1827165,HKG,PVG,2018-01-22,2018-01-22,09:35:00,11:55:00,,,MU724,out,Economy,
1827165,PVG,SIN,2018-01-22,2018-01-22,14:35:00,20:25:00,,,MU565,out,Economy,
1742589,MAN,SIN,2018-01-22,2018-01-23,11:00:00,07:55:00,,,SQ51,out,Economy,
1742589,SIN,SYD,2018-01-23,2018-01-23,09:40:00,20:30:00,,,SQ211,out,Economy,
1742589,SYD,SIN,2018-02-06,2018-02-07,19:10:00,00:20:00,,,SQ242,in,Economy,
1742589,SIN,MAN,2018-02-07,2018-02-07,02:15:00,08:30:00,,,SQ52,in,Economy,
1781938,MSY,ATL,2018-01-22,2018-01-22,13:30:00,15:55:00,,,VS4843,out,Economy,
1781938,ATL,MAN,2018-01-22,2018-01-23,18:00:00,07:00:00,,,VS110,out,Economy,
1790457,MCO,JFK,2018-01-23,2018-01-23,15:30:00,17:59:00,,,DL1948,out,Economy,
1790457,JFK,MAN,2018-01-23,2018-01-24,19:30:00,07:00:00,,,VS128,out,Economy,
1637412,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:45:00,,,EK20,out,Economy,
1637412,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1637412,CPT,DXB,2018-02-08,2018-02-09,13:25:00,01:10:00,,,EK773,in,Economy,
1637412,DXB,MAN,2018-02-09,2018-02-09,03:00:00,07:00:00,,,EK21,in,Economy,
1830990,MAN,DXB,2018-01-23,2018-01-23,08:45:00,19:45:00,,,EK22,out,Economy,
1830990,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1830990,PER,DXB,2018-02-19,2018-02-19,06:00:00,13:05:00,,,EK425,in,Economy,
1830990,DXB,MAN,2018-02-19,2018-02-19,14:40:00,18:40:00,,,EK19,in,Economy,
1800058,MCO,KEF,2018-01-23,2018-01-24,18:00:00,06:10:00,,,FI688,out,Economy,
1800058,KEF,MAN,2018-01-24,2018-01-24,08:00:00,10:35:00,,,FI440,out,Economy,
1827084,LHR,DOH,2018-01-23,2018-01-24,15:05:00,00:55:00,,,QR8,out,Economy,
1827084,DOH,CPT,2018-01-24,2018-01-24,01:50:00,11:05:00,,,QR1369,out,Economy,
1713944,LHR,SEA,2018-01-23,2018-01-23,11:15:00,13:05:00,,,VS105,out,Economy,
1713944,SEA,LAS,2018-01-23,2018-01-23,15:10:00,17:48:00,,,VS5917,out,Economy,
1713944,LAX,SFO,2018-02-03,2018-02-03,17:00:00,18:26:00,,,VS4109,in,Economy,
1713944,SFO,LHR,2018-02-03,2018-02-04,20:05:00,14:15:00,,,VS42,in,Economy,
1824765,LAS,JFK,2018-01-23,2018-01-23,10:30:00,18:16:00,,,VS4834,out,Economy,
1824765,JFK,MAN,2018-01-23,2018-01-24,19:30:00,07:00:00,,,VS128,out,Economy,
1754262,FLL,ATL,2018-01-24,2018-01-24,13:55:00,15:55:00,,,DL1827,out,Economy,
1754262,ATL,MAN,2018-01-24,2018-01-25,18:00:00,07:00:00,,,VS110,out,Economy,
1641778,MEL,DXB,2018-01-24,2018-01-25,22:30:00,05:35:00,,,EK407,out,Economy,
1641778,DXB,CPT,2018-01-25,2018-01-25,08:55:00,16:30:00,,,EK770,out,Economy,
1641796,MEL,DXB,2018-01-24,2018-01-25,22:30:00,05:35:00,,,EK407,out,Economy,
1641796,DXB,CPT,2018-01-25,2018-01-25,08:55:00,16:30:00,,,EK770,out,Economy,
1750569,MAN,EWR,2018-01-24,2018-01-24,09:00:00,12:20:00,,,LH7635,out,Economy,
1750569,EWR,MIA,2018-01-24,2018-01-24,14:30:00,17:26:00,,,UA1579,out,Economy,
1750569,MIA,EWR,2018-02-15,2018-02-15,14:20:00,17:27:00,,,UA1614,in,Economy,
1750569,EWR,MAN,2018-02-15,2018-02-16,19:30:00,07:15:00,,,UA81,in,Economy,
1779498,MAN,DOH,2018-01-24,2018-01-25,14:25:00,00:15:00,,,QR28,out,Economy,
